ID_животного,Вид,Время_наблюдения,Тип_локации,Уровень_шума_дБ,Плотность_населения,Оценка_источника_пищи,Оценка_качества_укрытия,Оценка_аномалии_поведения,Оценка_суточной_дистанции_км,Сигнал_адаптации
HAYVAN_0531,Енот,Утро,Промышленная зона,72.9,2.9,2,6,0.19,1.72,Эксплуатация
HAYVAN_0532,Белка,Ночь,Парк,74.6,28.6,10,3,0.4,0.02,Избегание
HAYVAN_0533,Лиса,Вечер,Жилая зона,75.8,15.3,7,9,0.14,0.19,Привыкание
HAYVAN_0534,Енот,После полудня,Парк,90.5,21.2,2,10,0.37,0.48,Инновационность
HAYVAN_0535,Лиса,Вечер,Торговая зона,64.0,37.3,1,3,0.16,2.98,Избегание
HAYVAN_0536,Голубь,После полудня,Торговая зона,63.2,70.8,8,5,0.13,0.64,Избегание
HAYVAN_0537,Енот,Ночь,Промышленная зона,66.6,58.5,8,3,0.14,0.01,Избегание
HAYVAN_0538,Голубь,Вечер,Промышленная зона,72.5,37.7,1,9,0.17,1.97,Избегание
HAYVAN_0539,Лиса,Вечер,Торговая зона,66.8,35.8,8,3,0.1,2.06,Избегание
HAYVAN_0540,Лиса,После полудня,Жилая зона,62.3,24.7,4,7,0.19,0.56,Эксплуатация
HAYVAN_0541,Енот,Утро,Жилая зона,57.8,15.0,8,5,0.22,1.78,Инновационность
HAYVAN_0542,Голубь,Вечер,Парк,57.3,36.6,10,6,0.12,0.6,Привыкание
HAYVAN_0543,Голубь,Вечер,Промышленная зона,67.7,23.3,6,3,0.09,1.11,Привыкание
HAYVAN_0544,Лиса,Утро,Парк,55.0,56.3,8,4,0.08,1.7,Привыкание
HAYVAN_0545,Голубь,Утро,Парк,46.9,62.2,5,1,0.39,1.84,Избегание
HAYVAN_0546,Лиса,Утро,Торговая зона,66.2,62.1,2,7,0.11,0.4,Привыкание
HAYVAN_0547,Лиса,Ночь,Парк,76.6,20.5,10,6,0.3,0.39,Эксплуатация
HAYVAN_0548,Енот,Вечер,Торговая зона,71.6,22.4,7,4,0.32,1.58,Избегание
HAYVAN_0549,Голубь,Ночь,Промышленная зона,64.8,11.8,2,10,0.24,0.28,Избегание
HAYVAN_0550,Белка,После полудня,Парк,69.0,39.7,9,10,0.11,0.02,Привыкание
HAYVAN_0551,Голубь,Вечер,Парк,48.5,17.2,1,1,0.43,0.73,Избегание
HAYVAN_0552,Енот,Ночь,Торговая зона,58.1,20.9,7,9,0.47,0.4,Привыкание
HAYVAN_0553,Голубь,После полудня,Промышленная зона,81.8,16.7,7,5,0.44,2.65,Привыкание
HAYVAN_0554,Лиса,Утро,Промышленная зона,76.8,21.6,6,1,0.35,1.96,Избегание
HAYVAN_0555,Енот,Вечер,Парк,57.9,54.8,5,9,0.27,1.79,Привыкание
HAYVAN_0556,Белка,Ночь,Торговая зона,82.5,-7.0,3,5,0.08,0.16,Избегание
HAYVAN_0557,Енот,Вечер,Парк,57.8,37.9,3,5,0.46,0.99,Избегание
HAYVAN_0558,Голубь,Вечер,Парк,56.8,17.9,10,5,0.49,1.49,Эксплуатация
HAYVAN_0559,Голубь,Вечер,Торговая зона,80.4,65.2,6,3,0.31,0.71,Инновационность
HAYVAN_0560,Енот,Утро,Промышленная зона,78.1,42.4,3,4,0.19,3.17,Привыкание
HAYVAN_0561,Лиса,Ночь,Торговая зона,59.1,14.7,8,3,0.54,1.54,Инновационность
HAYVAN_0562,Енот,Ночь,Жилая зона,64.5,20.8,10,2,0.22,2.2,Избегание
HAYVAN_0563,Лиса,Утро,Жилая зона,61.6,21.5,8,5,0.29,1.21,Эксплуатация
HAYVAN_0564,Голубь,Утро,Жилая зона,70.0,47.3,2,10,0.41,1.06,Привыкание
HAYVAN_0565,Белка,Ночь,Торговая зона,80.7,55.4,8,4,0.14,1.43,Избегание
HAYVAN_0566,Голубь,Вечер,Парк,70.3,32.3,10,10,0.28,2.63,Избегание
HAYVAN_0567,Енот,Вечер,Промышленная зона,63.9,27.9,1,1,0.21,1.41,Эксплуатация
HAYVAN_0568,Енот,Ночь,Торговая зона,51.5,45.7,2,4,0.17,0.96,Привыкание
HAYVAN_0569,Лиса,После полудня,Промышленная зона,72.8,30.4,6,3,0.15,2.02,Избегание
HAYVAN_0570,Голубь,После полудня,Торговая зона,52.8,37.0,1,10,0.26,2.02,Эксплуатация
HAYVAN_0571,Голубь,После полудня,Жилая зона,63.1,33.3,3,3,0.09,0.07,Эксплуатация
HAYVAN_0572,Голубь,Вечер,Промышленная зона,74.6,18.2,6,10,0.11,3.05,Привыкание
HAYVAN_0573,Голубь,Вечер,Парк,73.1,50.4,9,1,0.26,0.46,Инновационность
HAYVAN_0574,Белка,После полудня,Промышленная зона,73.4,21.1,4,8,0.21,2.79,Избегание
HAYVAN_0575,Голубь,После полудня,Парк,72.0,59.1,6,7,0.09,2.18,Избегание
HAYVAN_0576,Белка,После полудня,Парк,66.5,47.7,7,9,0.23,0.9,Привыкание
HAYVAN_0577,Лиса,Утро,Парк,68.0,32.9,6,6,0.05,0.42,Инновационность
HAYVAN_0578,Белка,После полудня,Жилая зона,65.9,11.3,2,8,0.3,2.16,Привыкание
HAYVAN_0579,Белка,Вечер,Промышленная зона,69.8,55.1,9,4,0.24,0.4,Избегание
HAYVAN_0580,Белка,Вечер,Парк,70.4,34.7,7,4,0.28,0.08,Привыкание
HAYVAN_0581,Лиса,После полудня,Торговая зона,66.3,43.4,3,1,0.41,0.87,Избегание
HAYVAN_0582,Белка,Вечер,Промышленная зона,70.1,52.2,8,6,0.07,0.28,Привыкание
HAYVAN_0583,Лиса,Вечер,Промышленная зона,58.2,13.2,1,5,0.83,3.49,Привыкание
HAYVAN_0584,Лиса,Вечер,Торговая зона,61.9,35.5,7,1,0.23,0.68,Инновационность
HAYVAN_0585,Лиса,После полудня,Жилая зона,67.3,24.3,9,7,0.03,5.4,Привыкание
HAYVAN_0586,Лиса,Вечер,Промышленная зона,84.2,34.8,8,4,0.28,0.89,Инновационность
HAYVAN_0587,Енот,Утро,Торговая зона,70.3,36.9,6,1,0.51,1.03,Привыкание
HAYVAN_0588,Голубь,После полудня,Жилая зона,63.7,5.0,2,4,0.16,0.77,Привыкание
HAYVAN_0589,Лиса,Ночь,Жилая зона,62.8,26.6,2,8,0.19,0.18,Избегание
HAYVAN_0590,Енот,После полудня,Торговая зона,72.4,31.3,5,1,0.12,0.96,Избегание
HAYVAN_0591,Голубь,Вечер,Парк,64.0,11.2,5,10,0.34,0.37,Инновационность
HAYVAN_0592,Голубь,После полудня,Парк,71.4,19.0,6,8,0.12,2.15,Привыкание
HAYVAN_0593,Голубь,Вечер,Торговая зона,70.1,31.9,2,3,0.15,1.73,Избегание
HAYVAN_0594,Енот,Утро,Торговая зона,52.5,40.3,2,10,0.11,0.04,Эксплуатация
HAYVAN_0595,Голубь,Утро,Парк,69.7,27.8,7,10,0.53,5.09,Привыкание
HAYVAN_0596,Голубь,Вечер,Промышленная зона,69.7,19.5,6,5,0.23,2.61,Привыкание
HAYVAN_0597,Лиса,Ночь,Парк,73.0,14.9,2,10,0.46,0.78,Привыкание
HAYVAN_0598,Голубь,Вечер,Парк,56.6,24.6,6,3,0.21,1.18,Инновационность
HAYVAN_0599,Енот,Ночь,Торговая зона,75.9,18.0,7,10,0.09,1.44,Избегание
HAYVAN_0600,Енот,Вечер,Промышленная зона,63.3,38.9,5,1,0.5,1.72,Привыкание
HAYVAN_0601,Лиса,Ночь,Парк,84.9,33.8,10,8,0.26,0.83,Эксплуатация
HAYVAN_0602,Лиса,Утро,Жилая зона,82.5,20.2,10,3,0.12,0.54,Инновационность
HAYVAN_0603,Белка,Ночь,Парк,58.9,33.4,6,5,0.18,0.24,Привыкание
HAYVAN_0604,Белка,Вечер,Торговая зона,51.3,65.0,1,6,0.49,4.44,Эксплуатация
HAYVAN_0605,Голубь,Утро,Парк,72.0,41.3,10,6,0.22,2.04,Привыкание
HAYVAN_0606,Лиса,После полудня,Промышленная зона,56.8,33.8,4,4,0.19,0.49,Инновационность
HAYVAN_0607,Голубь,Вечер,Торговая зона,76.5,40.8,9,7,0.16,1.39,Эксплуатация
HAYVAN_0608,Енот,Ночь,Торговая зона,70.3,49.0,10,5,0.29,2.01,Эксплуатация
HAYVAN_0609,Голубь,Ночь,Жилая зона,50.5,7.2,4,4,0.21,0.65,Избегание
HAYVAN_0610,Енот,Утро,Жилая зона,72.8,23.6,7,9,0.18,2.86,Эксплуатация
HAYVAN_0611,Лиса,Ночь,Торговая зона,66.4,20.7,10,9,0.31,3.24,Избегание
HAYVAN_0612,Енот,Утро,Жилая зона,69.1,20.3,4,3,0.41,0.25,Инновационность
HAYVAN_0613,Голубь,Ночь,Жилая зона,80.2,61.7,6,5,0.29,0.52,Эксплуатация
HAYVAN_0614,Белка,После полудня,Жилая зона,63.7,37.7,8,6,0.11,0.42,Эксплуатация
HAYVAN_0615,Енот,Утро,Промышленная зона,72.6,46.7,5,9,0.33,0.17,Инновационность
HAYVAN_0616,Енот,Вечер,Торговая зона,59.0,34.5,7,7,0.19,2.0,Привыкание
HAYVAN_0617,Голубь,Ночь,Жилая зона,59.3,71.3,2,2,0.12,0.13,Эксплуатация
HAYVAN_0618,Белка,Вечер,Парк,62.8,-0.2,1,6,0.12,2.06,Избегание
HAYVAN_0619,Белка,Ночь,Промышленная зона,58.8,22.7,8,10,0.12,1.25,Привыкание
HAYVAN_0620,Енот,Утро,Парк,70.7,23.4,2,4,0.36,2.04,Избегание
HAYVAN_0621,Белка,Утро,Жилая зона,51.8,24.8,7,4,0.13,1.33,Избегание
HAYVAN_0622,Лиса,Утро,Парк,73.3,43.7,4,10,0.1,3.44,Избегание
HAYVAN_0623,Голубь,После полудня,Промышленная зона,57.4,31.4,4,3,0.25,0.39,Избегание
HAYVAN_0624,Белка,Вечер,Торговая зона,68.8,39.8,6,1,0.29,1.33,Привыкание
HAYVAN_0625,Белка,Ночь,Торговая зона,53.1,45.6,3,6,0.18,1.01,Избегание
HAYVAN_0626,Голубь,Утро,Жилая зона,69.8,33.4,4,5,0.35,1.03,Привыкание
HAYVAN_0627,Лиса,Вечер,Торговая зона,75.8,40.9,1,6,0.4,1.11,Избегание
HAYVAN_0628,Лиса,После полудня,Жилая зона,65.1,23.4,8,10,0.23,2.42,Избегание
HAYVAN_0629,Голубь,Ночь,Парк,80.5,20.3,3,9,0.17,0.91,Эксплуатация
HAYVAN_0630,Енот,После полудня,Промышленная зона,63.6,16.7,4,9,0.31,1.91,Избегание
HAYVAN_0631,Голубь,Вечер,Жилая зона,69.1,31.3,8,10,0.63,2.08,Привыкание
HAYVAN_0632,Голубь,После полудня,Промышленная зона,55.7,15.7,4,1,0.08,0.99,Эксплуатация
HAYVAN_0633,Голубь,Ночь,Жилая зона,69.4,14.0,3,8,0.18,0.19,Эксплуатация
HAYVAN_0634,Белка,Ночь,Торговая зона,59.3,39.8,6,10,0.06,0.1,Инновационность
HAYVAN_0635,Голубь,Вечер,Парк,57.8,16.0,1,6,0.17,1.34,Инновационность
HAYVAN_0636,Лиса,Вечер,Промышленная зона,80.8,38.5,2,5,0.56,0.07,Избегание
HAYVAN_0637,Голубь,Утро,Торговая зона,52.3,25.2,9,6,0.16,0.11,Избегание
HAYVAN_0638,Белка,Утро,Торговая зона,63.9,21.3,3,2,0.17,1.53,Эксплуатация
HAYVAN_0639,Лиса,Вечер,Парк,72.1,43.6,6,2,0.6,2.56,Привыкание
HAYVAN_0640,Енот,Утро,Торговая зона,67.3,44.9,10,3,0.16,0.41,Эксплуатация
HAYVAN_0641,Енот,Вечер,Торговая зона,46.5,33.2,8,6,0.41,1.33,Избегание
HAYVAN_0642,Белка,После полудня,Парк,71.0,51.2,6,9,0.23,1.49,Инновационность
HAYVAN_0643,Белка,Ночь,Парк,51.2,4.8,4,1,0.29,0.82,Привыкание
HAYVAN_0644,Лиса,Ночь,Промышленная зона,60.6,46.2,10,1,0.05,0.4,Избегание
HAYVAN_0645,Енот,Утро,Жилая зона,62.6,17.9,7,1,0.1,1.73,Инновационность
HAYVAN_0646,Енот,Вечер,Торговая зона,35.8,26.5,6,8,0.23,0.69,Привыкание
HAYVAN_0647,Белка,Утро,Торговая зона,63.9,35.4,8,5,0.55,0.1,Инновационность
HAYVAN_0648,Белка,Ночь,Промышленная зона,71.7,19.6,2,5,0.27,0.4,Эксплуатация
HAYVAN_0649,Голубь,Утро,Торговая зона,63.3,29.4,9,10,0.29,1.04,Инновационность
HAYVAN_0650,Голубь,Вечер,Торговая зона,66.8,23.6,1,8,0.68,1.97,Инновационность
HAYVAN_0651,Голубь,Ночь,Парк,87.6,26.6,5,9,0.07,1.04,Эксплуатация
HAYVAN_0652,Енот,Вечер,Торговая зона,76.3,61.6,6,7,0.21,0.3,Эксплуатация
HAYVAN_0653,Енот,Ночь,Торговая зона,65.6,2.2,5,3,0.26,1.99,Привыкание
HAYVAN_0654,Белка,Вечер,Жилая зона,90.9,26.8,5,4,0.41,1.13,Привыкание
HAYVAN_0655,Белка,Ночь,Парк,58.6,35.9,5,8,0.3,0.89,Эксплуатация
HAYVAN_0656,Енот,Утро,Парк,70.2,13.0,1,3,0.08,1.41,Инновационность
HAYVAN_0657,Енот,Ночь,Жилая зона,49.2,27.5,2,7,0.2,2.66,Привыкание
HAYVAN_0658,Лиса,Утро,Торговая зона,69.0,34.5,7,6,0.04,2.3,Привыкание
HAYVAN_0659,Лиса,Вечер,Торговая зона,63.9,35.4,4,3,0.23,1.8,Привыкание
HAYVAN_0660,Белка,Ночь,Жилая зона,65.6,42.3,8,5,0.05,0.68,Эксплуатация
HAYVAN_0661,Енот,Вечер,Жилая зона,68.7,46.5,1,8,0.26,3.27,Эксплуатация
HAYVAN_0662,Белка,После полудня,Торговая зона,67.8,25.0,1,2,0.44,1.18,Эксплуатация
HAYVAN_0663,Енот,Ночь,Промышленная зона,54.3,31.3,2,6,0.44,0.38,Привыкание
HAYVAN_0664,Голубь,Утро,Торговая зона,61.2,8.7,3,8,0.23,0.07,Привыкание
HAYVAN_0665,Голубь,После полудня,Торговая зона,65.1,29.2,2,8,0.08,0.34,Привыкание
HAYVAN_0666,Белка,Утро,Промышленная зона,50.7,8.2,9,8,0.18,0.3,Эксплуатация
HAYVAN_0667,Лиса,Утро,Парк,73.0,30.2,4,4,0.33,0.39,Привыкание
HAYVAN_0668,Голубь,Утро,Промышленная зона,83.8,42.4,9,7,0.68,2.32,Инновационность
HAYVAN_0669,Голубь,Вечер,Промышленная зона,68.0,36.2,1,9,0.2,1.49,Привыкание
HAYVAN_0670,Лиса,Вечер,Промышленная зона,59.7,31.4,4,6,0.05,1.08,Избегание
HAYVAN_0671,Енот,Вечер,Жилая зона,42.0,42.1,7,5,0.41,0.59,Инновационность
HAYVAN_0672,Енот,Вечер,Торговая зона,49.8,46.1,1,10,0.37,0.02,Инновационность
HAYVAN_0673,Белка,Вечер,Парк,68.4,17.6,5,9,0.23,0.47,Привыкание
HAYVAN_0674,Голубь,Утро,Парк,77.6,47.8,8,2,0.17,1.58,Эксплуатация
HAYVAN_0675,Голубь,После полудня,Парк,62.8,18.7,10,6,0.03,0.87,Инновационность
HAYVAN_0676,Голубь,После полудня,Промышленная зона,50.1,23.3,8,7,0.26,1.29,Эксплуатация
HAYVAN_0677,Белка,После полудня,Торговая зона,56.3,40.9,6,1,0.29,0.21,Эксплуатация
HAYVAN_0678,Голубь,После полудня,Жилая зона,59.3,32.7,3,4,0.42,0.73,Избегание
HAYVAN_0679,Лиса,Вечер,Жилая зона,45.7,29.7,7,6,0.09,5.84,Эксплуатация
HAYVAN_0680,Голубь,Ночь,Торговая зона,61.9,32.6,4,5,0.19,0.25,Избегание
HAYVAN_0681,Белка,После полудня,Жилая зона,73.9,49.7,5,6,0.68,1.5,Эксплуатация
HAYVAN_0682,Енот,Ночь,Промышленная зона,48.2,31.0,7,2,0.67,0.76,Инновационность
HAYVAN_0683,Голубь,Ночь,Парк,59.4,41.2,6,7,0.36,1.74,Избегание
HAYVAN_0684,Голубь,Ночь,Торговая зона,44.8,40.8,8,7,0.22,1.15,Эксплуатация
HAYVAN_0685,Голубь,Ночь,Торговая зона,56.8,61.3,6,8,0.12,1.8,Инновационность
HAYVAN_0686,Белка,После полудня,Парк,63.5,50.7,4,2,0.48,1.08,Привыкание
HAYVAN_0687,Белка,После полудня,Жилая зона,75.2,40.6,4,10,0.55,1.09,Привыкание
HAYVAN_0688,Голубь,Утро,Торговая зона,69.6,40.8,5,8,0.5,1.41,Эксплуатация
HAYVAN_0689,Енот,Ночь,Торговая зона,53.2,32.5,9,5,0.38,0.94,Избегание
HAYVAN_0690,Енот,После полудня,Парк,65.9,27.6,5,8,0.11,0.18,Инновационность
HAYVAN_0691,Голубь,Утро,Парк,61.7,29.8,3,3,0.56,0.63,Инновационность
HAYVAN_0692,Голубь,Утро,Жилая зона,64.9,30.4,3,1,0.05,0.4,Привыкание
HAYVAN_0693,Голубь,Утро,Жилая зона,63.0,23.3,9,5,0.4,1.02,Избегание
HAYVAN_0694,Лиса,После полудня,Промышленная зона,68.1,23.8,3,5,0.41,5.33,Инновационность
HAYVAN_0695,Голубь,Вечер,Жилая зона,66.8,29.0,10,9,0.51,0.21,Привыкание
HAYVAN_0696,Белка,Ночь,Жилая зона,73.7,25.1,6,7,0.2,0.9,Привыкание
HAYVAN_0697,Белка,Ночь,Парк,66.2,27.1,2,4,0.47,3.84,Инновационность
HAYVAN_0698,Енот,После полудня,Промышленная зона,81.9,27.5,3,9,0.28,0.31,Избегание
HAYVAN_0699,Лиса,Ночь,Промышленная зона,70.2,43.6,7,10,0.08,2.75,Эксплуатация
HAYVAN_0700,Белка,Ночь,Торговая зона,79.8,41.9,10,2,0.13,0.05,Привыкание
HAYVAN_0701,Белка,Вечер,Парк,72.2,45.4,7,5,0.16,0.5,Привыкание
HAYVAN_0702,Голубь,После полудня,Торговая зона,58.3,48.7,10,4,0.33,0.68,Привыкание
HAYVAN_0703,Лиса,После полудня,Жилая зона,77.4,19.2,3,8,0.15,2.37,Эксплуатация
HAYVAN_0704,Енот,Вечер,Торговая зона,76.8,30.4,10,10,0.38,3.03,Эксплуатация
HAYVAN_0705,Белка,Утро,Жилая зона,36.3,34.5,5,7,0.29,0.45,Привыкание
HAYVAN_0706,Енот,Утро,Жилая зона,59.5,36.6,1,2,0.52,0.32,Эксплуатация
HAYVAN_0707,Лиса,Утро,Промышленная зона,79.4,37.7,10,9,0.18,1.35,Избегание
HAYVAN_0708,Белка,Вечер,Промышленная зона,75.5,51.3,8,3,0.11,0.74,Привыкание
HAYVAN_0709,Голубь,Ночь,Парк,50.4,21.8,6,5,0.32,0.09,Эксплуатация
HAYVAN_0710,Енот,Ночь,Парк,73.6,33.5,4,7,0.17,0.71,Избегание
HAYVAN_0711,Голубь,После полудня,Торговая зона,82.3,11.7,9,2,0.47,0.31,Привыкание
HAYVAN_0712,Лиса,После полудня,Торговая зона,71.1,36.3,9,8,0.04,0.98,Эксплуатация
HAYVAN_0713,Лиса,Вечер,Жилая зона,50.2,6.1,9,2,0.02,2.26,Инновационность
HAYVAN_0714,Енот,Ночь,Жилая зона,57.2,35.4,1,4,0.21,0.04,Инновационность
HAYVAN_0715,Белка,Утро,Промышленная зона,69.0,48.6,10,6,0.12,0.84,Привыкание
HAYVAN_0716,Лиса,После полудня,Торговая зона,62.8,39.3,3,1,0.31,4.11,Эксплуатация
HAYVAN_0717,Енот,Вечер,Парк,77.8,14.0,3,10,0.61,0.91,Привыкание
HAYVAN_0718,Лиса,Ночь,Парк,72.3,18.4,3,6,0.13,1.02,Избегание
HAYVAN_0719,Енот,Вечер,Промышленная зона,84.6,39.3,10,2,0.28,1.58,Избегание
HAYVAN_0720,Енот,После полудня,Жилая зона,75.2,28.3,4,6,0.09,0.53,Привыкание
HAYVAN_0721,Голубь,Вечер,Парк,70.5,-2.7,4,6,0.33,0.02,Эксплуатация
HAYVAN_0722,Белка,Ночь,Торговая зона,61.9,51.3,4,6,0.21,2.4,Избегание
HAYVAN_0723,Белка,Вечер,Торговая зона,79.0,32.8,1,3,0.64,0.05,Привыкание
HAYVAN_0724,Енот,Утро,Жилая зона,65.1,8.6,4,7,0.21,2.2,Привыкание
HAYVAN_0725,Лиса,Вечер,Промышленная зона,54.7,33.5,10,2,0.45,0.94,Привыкание
HAYVAN_0726,Лиса,Ночь,Парк,65.5,63.2,1,2,0.32,4.82,Инновационность
HAYVAN_0727,Голубь,Утро,Жилая зона,64.1,27.8,10,10,0.54,3.69,Инновационность
HAYVAN_0728,Белка,Ночь,Торговая зона,55.1,27.6,6,10,0.33,1.58,Эксплуатация
HAYVAN_0729,Голубь,Вечер,Парк,73.3,20.4,10,4,0.1,1.19,Инновационность
HAYVAN_0730,Енот,Утро,Жилая зона,63.6,39.7,2,9,0.11,0.23,Избегание
HAYVAN_0731,Голубь,После полудня,Промышленная зона,69.0,33.8,10,9,0.39,0.23,Привыкание
HAYVAN_0732,Лиса,После полудня,Торговая зона,57.2,42.2,8,8,0.12,0.48,Привыкание
HAYVAN_0733,Енот,Утро,Парк,63.4,19.1,8,5,0.58,3.03,Привыкание
HAYVAN_0734,Голубь,Ночь,Промышленная зона,72.7,40.9,3,1,0.52,2.62,Привыкание
HAYVAN_0735,Голубь,После полудня,Парк,62.5,12.3,5,5,0.04,0.13,Избегание
HAYVAN_0736,Белка,Вечер,Парк,61.3,37.4,1,5,0.25,0.25,Избегание
HAYVAN_0737,Лиса,Утро,Парк,86.8,18.1,5,4,0.32,1.81,Избегание
HAYVAN_0738,Енот,Ночь,Парк,68.2,30.6,3,1,0.16,1.05,Привыкание
HAYVAN_0739,Голубь,Ночь,Жилая зона,72.3,6.6,3,5,0.13,5.36,Инновационность
HAYVAN_0740,Голубь,Утро,Промышленная зона,72.5,31.5,10,4,0.29,1.4,Эксплуатация
HAYVAN_0741,Лиса,Ночь,Промышленная зона,66.0,29.7,10,9,0.29,0.52,Эксплуатация
HAYVAN_0742,Лиса,После полудня,Парк,70.3,7.1,3,8,0.04,0.37,Избегание
HAYVAN_0743,Голубь,Утро,Торговая зона,55.3,56.0,5,3,0.21,1.23,Привыкание
HAYVAN_0744,Голубь,После полудня,Жилая зона,79.5,39.3,1,2,0.26,2.79,Эксплуатация
HAYVAN_0745,Лиса,Ночь,Жилая зона,77.5,13.7,10,2,0.5,1.23,Привыкание
HAYVAN_0746,Голубь,Утро,Промышленная зона,66.9,14.9,10,1,0.09,1.63,Инновационность
HAYVAN_0747,Белка,После полудня,Торговая зона,65.1,26.3,3,2,0.23,2.25,Привыкание
HAYVAN_0748,Белка,После полудня,Торговая зона,52.6,21.5,7,8,0.49,2.21,Эксплуатация
HAYVAN_0749,Белка,Ночь,Торговая зона,75.3,28.6,4,2,0.38,0.51,Эксплуатация
HAYVAN_0750,Лиса,Вечер,Промышленная зона,62.4,-2.5,3,7,0.44,0.08,Избегание
HAYVAN_0751,Енот,Ночь,Промышленная зона,71.1,55.4,9,5,0.23,0.84,Привыкание
HAYVAN_0752,Голубь,Вечер,Парк,50.6,19.2,2,10,0.26,0.77,Привыкание
HAYVAN_0753,Голубь,Утро,Промышленная зона,71.3,48.2,1,3,0.24,1.75,Эксплуатация
HAYVAN_0754,Лиса,После полудня,Торговая зона,63.2,27.5,7,6,0.38,2.12,Эксплуатация
HAYVAN_0755,Голубь,Вечер,Парк,65.1,66.7,1,5,0.17,3.59,Эксплуатация
HAYVAN_0756,Лиса,Утро,Жилая зона,50.8,42.9,10,8,0.53,0.82,Привыкание
HAYVAN_0757,Енот,После полудня,Парк,71.8,45.9,3,2,0.4,2.95,Избегание
HAYVAN_0758,Лиса,Вечер,Жилая зона,58.9,47.9,10,1,0.18,1.89,Привыкание
HAYVAN_0759,Голубь,После полудня,Жилая зона,64.5,31.3,1,8,0.25,1.46,Избегание
HAYVAN_0760,Белка,Вечер,Торговая зона,73.0,32.3,2,9,0.06,2.32,Инновационность
HAYVAN_0761,Голубь,После полудня,Парк,64.1,28.1,3,3,0.43,4.02,Избегание
HAYVAN_0762,Лиса,Утро,Жилая зона,84.9,35.4,6,5,0.09,3.89,Инновационность
HAYVAN_0763,Голубь,Вечер,Жилая зона,56.0,31.1,5,10,0.48,2.57,Привыкание
HAYVAN_0764,Белка,После полудня,Парк,67.4,35.4,6,3,0.3,0.56,Избегание
HAYVAN_0765,Лиса,Вечер,Жилая зона,69.1,18.1,7,8,0.17,0.54,Эксплуатация
HAYVAN_0766,Голубь,Вечер,Парк,54.8,23.8,9,10,0.23,0.73,Избегание
HAYVAN_0767,Енот,Ночь,Парк,65.9,38.3,4,7,0.27,1.26,Эксплуатация
HAYVAN_0768,Белка,После полудня,Промышленная зона,63.1,30.3,1,8,0.33,2.5,Эксплуатация
HAYVAN_0769,Енот,Утро,Жилая зона,67.3,37.3,3,10,0.44,1.55,Эксплуатация
HAYVAN_0770,Лиса,Вечер,Парк,69.5,40.1,8,4,0.48,5.89,Привыкание
HAYVAN_0771,Белка,После полудня,Торговая зона,79.0,43.3,8,10,0.24,1.14,Привыкание
HAYVAN_0772,Енот,Утро,Торговая зона,67.9,37.4,5,5,0.11,0.1,Привыкание
HAYVAN_0773,Енот,Ночь,Парк,70.5,26.5,2,10,0.16,0.14,Инновационность
HAYVAN_0774,Белка,Ночь,Жилая зона,80.0,17.0,8,9,0.28,3.25,Привыкание
HAYVAN_0775,Белка,После полудня,Жилая зона,49.2,47.4,8,5,0.36,1.44,Привыкание
HAYVAN_0776,Голубь,После полудня,Торговая зона,62.4,19.6,4,3,0.48,2.03,Эксплуатация
HAYVAN_0777,Голубь,Вечер,Парк,65.4,30.0,8,7,0.06,0.64,Избегание
HAYVAN_0778,Енот,После полудня,Торговая зона,49.4,54.3,8,10,0.31,0.79,Инновационность
HAYVAN_0779,Белка,Ночь,Промышленная зона,65.8,18.1,10,6,0.06,0.74,Эксплуатация
HAYVAN_0780,Белка,После полудня,Промышленная зона,41.4,25.9,1,9,0.09,1.92,Привыкание
HAYVAN_0781,Белка,Утро,Торговая зона,72.1,31.8,1,9,0.27,0.07,Избегание
HAYVAN_0782,Голубь,Ночь,Парк,50.2,3.2,3,10,0.71,0.16,Инновационность
HAYVAN_0783,Енот,Вечер,Промышленная зона,52.5,14.0,3,7,0.25,3.81,Привыкание
HAYVAN_0784,Енот,После полудня,Промышленная зона,70.2,48.8,7,4,0.08,3.02,Эксплуатация
HAYVAN_0785,Голубь,Вечер,Жилая зона,48.3,36.8,7,3,0.32,1.95,Привыкание
HAYVAN_0786,Белка,Утро,Жилая зона,85.5,42.4,3,9,0.35,2.9,Эксплуатация
HAYVAN_0787,Белка,Ночь,Парк,66.2,33.8,5,1,0.27,0.76,Избегание
HAYVAN_0788,Белка,Ночь,Жилая зона,64.0,0.7,9,10,0.5,3.5,Эксплуатация
HAYVAN_0789,Енот,Утро,Парк,77.0,14.7,1,1,0.13,2.67,Инновационность
HAYVAN_0790,Голубь,После полудня,Промышленная зона,64.2,-3.4,1,7,0.51,0.47,Привыкание
HAYVAN_0791,Енот,Вечер,Жилая зона,67.4,39.6,6,3,0.23,0.93,Избегание
HAYVAN_0792,Енот,После полудня,Парк,63.4,70.7,5,9,0.36,1.14,Эксплуатация
HAYVAN_0793,Лиса,Вечер,Жилая зона,60.0,6.5,2,1,0.17,1.34,Привыкание
HAYVAN_0794,Голубь,Вечер,Промышленная зона,68.7,46.1,8,1,0.15,0.88,Привыкание
HAYVAN_0795,Голубь,Ночь,Торговая зона,70.3,46.3,2,8,0.15,0.38,Избегание
HAYVAN_0796,Енот,Ночь,Промышленная зона,52.3,32.8,8,5,0.14,2.52,Избегание
HAYVAN_0797,Голубь,Ночь,Жилая зона,56.2,9.4,1,6,0.14,0.32,Привыкание
